regdom,d3,d4,prop,brand,d5,hosts,rows
quanta-bridgeexchange.com,U,INVEST,金融保險,,,1,1
axoptys.com,U,INVEST,金融保險,,,1,1
trad-rise.com,U,INVEST,金融保險,,,1,1
bitzai.vip,U,INVEST,金融保險,,,1,1
dlotrade.com,U,SHOP,電子商務,,,1,1
marketsotcd.cyou,U,INVEST,金融保險,,,1,1
datahydruix.com,U,INVEST,金融保險,,,1,1
datahydruon.com,U,INVEST,金融保險,,,1,1
datahydruum.com,U,INVEST,金融保險,,,1,1
datahydruxe.com,U,INVEST,金融保險,,,1,1
datahydruxo.com,U,INVEST,金融保險,,,1,1
datahydruxp.com,U,INVEST,金融保險,,,1,1
datahydruzo.com,U,INVEST,金融保險,,,1,1
datahydruzx.com,U,INVEST,金融保險,,,1,1
wandivashop-outlet.store,U,SHOP,電子商務,,,1,1
xlxiubt.cc,U,INVEST,金融保險,,,1,2
dogecoineuf.com,U,INVEST,金融保險,,,1,1
dogecoinzkm.com,U,INVEST,金融保險,,,1,1
dogecoinlok.com,U,INVEST,金融保險,,,1,1
mercadoshoping.online,U,SHOP,電子商務,,,1,1
sales-shoping.store,U,SHOP,電子商務,,,1,1
sharesell.top,U,SHOP,電子商務,,,2,2
wallateakiq.com,U,INVEST,金融保險,,,1,1
torninbank.top,U,INVEST,金融保險,,,1,1
imtornbank.com,U,INVEST,金融保險,,,1,1
savvashop-plus.store,U,SHOP,電子商務,,,1,1
savvashop-center.store,U,SHOP,電子商務,,,1,1
exinthr.com,U,INVEST,金融保險,,,1,1
t133gabcr9525.cc,U,INVEST,金融保險,,,2,2
fsocietymart-spot.store,U,SHOP,電子商務,,,1,1
fsartrixmart-world.store,U,SHOP,電子商務,,,1,1
usdcjsj.com,U,INVEST,金融保險,,,1,1
usdcfru.com,U,INVEST,金融保險,,,1,1
lgdoa.com,U,SHOP,電子商務,,,1,2
ceffkno.com,U,INVEST,金融保險,,,1,1
ceffcknml.vip,U,INVEST,金融保險,,,1,1
zendropmallpropertity.com,U,SHOP,電子商務,,,1,1
zendropmallporpe.org,U,SHOP,電子商務,,,1,1
msctwn.com,U,SHOP,電子商務,,,3,3
bitkanusca.com,U,INVEST,金融保險,,,1,1
coins8.shop,U,INVEST,金融保險,,,1,1
bfxtrade.top,U,INVEST,金融保險,,,1,1
coinruq.com,U,INVEST,金融保險,,,1,1
earnparkrkl.com,U,INVEST,金融保險,,,1,1
xerpirea.com,U,INVEST,金融保險,,,1,1
btccorg.top,U,INVEST,金融保險,,,1,1
vorpenx.com,U,INVEST,金融保險,,,1,1
khutdtw.com,U,INVEST,金融保險,,,1,1
fx.observer,U,INVEST,金融保險,,,1,1
flsmts.com,U,INVEST,金融保險,,,1,1
forexqak.top,U,INVEST,金融保險,,,1,1
sczzh.cn,U,SHOP,電子商務,,,1,1
small1006.shop,A,INVEST,金融保險,東森購物,ECOM,3005,3005
tiktokk966.com,U,SHOP,電子商務,,,1,1
blobltes.com,U,SHOP,電子商務,,,1,1
usbankcy.com,U,INVEST,金融保險,,,1,1
igfje.com,U,INVEST,金融保險,,,1,1
blacetoen.com,U,INVEST,金融保險,,,1,1
criptonitecoreo.vip,U,INVEST,金融保險,,,1,1
kongj01.vip,U,UNK,抽獎博弈,,,1,1
kaddexplan.cc,U,INVEST,金融保險,,,1,1
savvashop-vendor.store,U,SHOP,電子商務,,,1,1
lcon.click,U,INVEST,金融保險,,,1,1
sbimaxapp.com,U,INVEST,金融保險,,,1,1
cjkistw.com,U,INVEST,金融保險,,,1,1
coinhako01.com,U,INVEST,金融保險,,,1,1
digitaleaprem.com,U,INVEST,金融保險,,,1,1
silkvip.fun,U,INVEST,金融保險,,,1,1
blsyqsz.com,U,INVEST,金融保險,,,1,1
qzz.io,U,INVEST,金融保險,,,2,2
bitdace.vip,U,INVEST,金融保險,,,1,1
coinmarkcapzwh.com,U,INVEST,金融保險,,,1,1
zentrax-net.com,U,INVEST,金融保險,,,1,1
toptiertradcen.com,U,INVEST,金融保險,,,1,1
sgexkoak.vip,U,INVEST,金融保險,,,1,1
tripaclxevip.cc,U,SHOP,電子商務,,,1,1
coinme10080.cc,U,INVEST,金融保險,,,1,1
kisngaf.shop,U,INVEST,金融保險,,,1,1
bgfkoyp.com,U,INVEST,金融保險,,,1,1
dealloop-vault.store,U,SHOP,電子商務,,,1,1
eflsdj.com,U,INVEST,金融保險,,,1,1
wmiges.com,U,INVEST,金融保險,,,1,1
lookfantasticshop.com,U,SHOP,電子商務,,,1,1
kaunetsvip.com,U,SHOP,電子商務,,,1,1
mexctiok.com,A,INVEST,金融保險,MEXC,FIN,1,1
lpq2g16i02.com,U,INVEST,金融保險,,,1,1
movasec.com,U,INVEST,金融保險,,,1,1
ufreemalls.com,U,INVEST,金融保險,,,1,2
nplus.top,U,INVEST,金融保險,,,1,1
pconetow.com.tw,U,SHOP,電子商務,,,1,1
nivcryptogroup.com,U,INVEST,金融保險,,,1,1
hkurdkr.com,U,INVEST,金融保險,,,1,1
greenhydoi.com,U,INVEST,金融保險,,,1,1
cbytpsj.com,U,INVEST,金融保險,,,1,1
couponounc.com,U,SHOP,電子商務,,,1,1
bitgedfgh.com,U,INVEST,金融保險,,,1,1
nexaraey.com,U,INVEST,金融保險,,,1,1
okx-swap.com,A,INVEST,金融保險,OKX,FIN,1,1
modernbox.cc,U,SHOP,電子商務,,,1,1
modernbox.top,U,SHOP,電子商務,,,1,1
vrrm.beer,U,SHOP,電子商務,,,7,7
vrrmi.lat,U,SHOP,電子商務,,,1,1
savashop-zonehub.store,U,SHOP,電子商務,,,1,2
savashop-bazaar.store,U,SHOP,電子商務,,,1,2
azurefd.net,U,SHOP,電子商務,,,4,4
edekawhcm.com,U,SHOP,電子商務,,,1,1
stripextruchun.com,U,INVEST,金融保險,,,1,2
inexdshs.vip,U,INVEST,金融保險,,,1,1
criptonitecorei.vip,U,INVEST,金融保險,,,1,1
qunejjx.cc,U,INVEST,金融保險,,,1,2
jdfbit.com,U,INVEST,金融保險,,,1,1
tbruction.com,U,INVEST,金融保險,,,1,1
orbde.com,U,INVEST,金融保險,,,1,1
simplemartqaa.com,U,SHOP,電子商務,,,1,2
cmecemnew.com,U,INVEST,金融保險,,,1,1
apexmax.cc,U,INVEST,金融保險,,,1,1
goodcmvip.com,U,INVEST,金融保險,,,1,1
zonmax.vip,U,INVEST,金融保險,,,1,1
dashdeexd.com,U,INVEST,金融保險,,,1,1
openivainnn.com,U,INVEST,金融保險,,,1,1
dogeyeh.com,U,INVEST,金融保險,,,1,1
rang-now.com,U,INVEST,金融保險,,,1,1
fuzhan-core.xyz,U,INVEST,金融保險,,,1,1
spknoy.com,U,INVEST,金融保險,,,1,1
gmimkr.com,U,INVEST,金融保險,,,1,1
acaa77.top,U,SHOP,電子商務,,,1,1
ghywx.com,U,INVEST,金融保險,,,1,1
3455n.top,U,SHOP,電子商務,,,1,1
hfmcryptro.cc,U,INVEST,金融保險,,,1,1
coinbitj.cfd,U,INVEST,金融保險,,,1,1
hivemicro.bond,U,INVEST,金融保險,,,1,2
opynfrj.com,U,INVEST,金融保險,,,1,1
ifcrepe.top,U,INVEST,金融保險,,,1,1
ozonshop.skin,U,SHOP,電子商務,,,1,1
igewy.com,U,INVEST,金融保險,,,1,1
allunity-btc.com,U,INVEST,金融保險,,,1,1
aurionthexxa.com,U,INVEST,金融保險,,,1,1
businessoperations.org,U,SHOP,電子商務,,,2,2
t-raspex.pro,U,INVEST,金融保險,,,1,2
siaxna.top,U,INVEST,金融保險,,,2,2
traxkis.com,U,INVEST,金融保險,,,1,1
zz3328.com,U,INVEST,金融保險,,,1,1
waflvss.com,U,INVEST,金融保險,,,1,1
blacetota.com,U,INVEST,金融保險,,,1,1
xtqqw.com,U,INVEST,金融保險,,,1,1
semiconductore.com,U,INVEST,金融保險,,,1,1
bitgettwallet.shop,A,INVEST,金融保險,Bitget,FIN,1,1
amazon1c.com,A,INVEST,金融保險,Amazon,ECOM,1,1
baibaifakai22.xyz,U,INVEST,金融保險,,,1,1
trad-ledgerx.com,U,INVEST,金融保險,,,1,1
webaceo.com,U,INVEST,金融保險,,,1,1
r7t2mj.xyz,U,INVEST,金融保險,,,1,1
ceffkena.com,U,INVEST,金融保險,,,1,1
marketstrad.com,U,INVEST,金融保險,,,1,1
khoptuw.com,U,INVEST,金融保險,,,1,1
megabitrrt.com,U,INVEST,金融保險,,,1,1
dinglitw.cc,U,SHOP,電子商務,,,1,1
notionalzje.com,U,INVEST,金融保險,,,1,1
n-plus.org,U,INVEST,金融保險,,,1,1
amendnsschool.org,U,INVEST,金融保險,,,1,1
basedskillsnk.org,U,INVEST,金融保險,,,1,1
morningabouo.org,U,INVEST,金融保險,,,1,1
nausaokoolsas.org,U,INVEST,金融保險,,,1,1
rediaaboutup.org,U,INVEST,金融保險,,,1,1
searchbetween.org,U,INVEST,金融保險,,,1,1
secondcare.org,U,INVEST,金融保險,,,1,1
senaisanxsao.org,U,INVEST,金融保險,,,1,1
senaitsuxleo.org,U,INVEST,金融保險,,,1,1
snearewihua.org,U,INVEST,金融保險,,,1,1
uinaoaxnsal.org,U,INVEST,金融保險,,,1,1
nyzucf.cc,U,INVEST,金融保險,,,1,2
gvyjbhgnax.cc,U,INVEST,金融保險,,,1,1
byuwlpd.cc,U,INVEST,金融保險,,,1,2
okxwd3m.com,U,INVEST,金融保險,,,1,1
gete84.com,U,INVEST,金融保險,,,1,1
yvfdvmc.cc,U,INVEST,金融保險,,,1,2
p2pkhw.com,U,INVEST,金融保險,,,1,1
ldp2p2inner.com,U,INVEST,金融保險,,,1,1
dealloop-nest.store,U,SHOP,電子商務,,,1,1
twfxcc.store,U,INVEST,金融保險,,,1,1
ofgxtw.icu,U,INVEST,金融保險,,,1,1
lgdlc.com,U,SHOP,電子商務,,,1,1
lgbnk.com,U,SHOP,電子商務,,,1,1
lqsjxcoin.com,U,INVEST,金融保險,,,1,1
hauaanq.com,U,SHOP,電子商務,,,1,1
greenhydvc.com,U,INVEST,金融保險,,,1,1
datazol.com,U,INVEST,金融保險,,,1,1
dogecoinmvh.com,U,INVEST,金融保險,,,1,1
cmcfinances.vip,U,INVEST,金融保險,,,1,1
evoliqopro.com,U,INVEST,金融保險,,,1,1
twshop-depotx.store,U,SHOP,電子商務,,,1,1
exintor.com,U,INVEST,金融保險,,,1,1
look-lovess.cc,U,SHOP,電子商務,,,1,1
dnoscz.com,U,INVEST,金融保險,,,1,1
rexiqok.com,U,INVEST,金融保險,,,1,1
fbqnv.com,U,SHOP,電子商務,,,1,1
sebca.lat,U,INVEST,金融保險,,,1,1
gxecgcx.com,U,INVEST,金融保險,,,1,1
tohocotwa.com,U,SHOP,電子商務,,,1,1
grukejiren.com,U,INVEST,金融保險,,,1,1
usbankae.com,U,INVEST,金融保險,,,1,1
quantoption.world,U,INVEST,金融保險,,,1,1
kaunetpro.icu,U,SHOP,電子商務,,,1,1
gsbet.co,U,UNK,抽獎博弈,,,1,1
50eey.cc,U,SHOP,電子商務,,,1,2
twxauxjpfivt.com,U,INVEST,金融保險,,,1,1
hkxauu.cc,U,INVEST,金融保險,,,1,1
rolaxetf.store,U,SHOP,電子商務,,,1,1
ibkrshweb.com,U,INVEST,金融保險,,,1,1
saxotders.top,A,INVEST,金融保險,Saxo,FIN,1,1
inexfhsh.vip,U,INVEST,金融保險,,,1,1
stripextrucham.com,U,INVEST,金融保險,,,1,1
jamiitw.com,U,INVEST,金融保險,,,1,1
sasmall.vip,U,SHOP,電子商務,,,2,2
jundi-ic.com,U,SHOP,電子商務,,,1,1
trino.world,U,SHOP,電子商務,,,1,1
buyippe.com,U,SHOP,電子商務,,,1,1
openai6706.com,U,INVEST,金融保險,,,1,1
lookfantastich.com,U,SHOP,電子商務,,,1,1
trad-valora.com,U,INVEST,金融保險,,,1,1
sales-shoping.online,U,SHOP,電子商務,,,1,1
zentrax-prs.com,U,INVEST,金融保險,,,1,1
lotteryoo.top,U,UNK,抽獎博弈,,,1,1
ptkhusd.com,U,INVEST,金融保險,,,1,1
workers.dev,U,INVEST,金融保險,,,4,4
simplemartyy.com,U,SHOP,電子商務,,,1,1
ybwuw.com,U,INVEST,金融保險,,,1,1
huiliang.org,U,UNK,抽獎博弈,,,1,1
marketsotry.cc,U,INVEST,金融保險,,,1,1
blacetotw.com,U,INVEST,金融保險,,,1,1
bvmfgss.com,U,INVEST,金融保險,,,1,1
dsfpoeq.com,U,INVEST,金融保險,,,1,1
memeasj.vip,U,INVEST,金融保險,,,1,1
meriluxe-xe.com,U,INVEST,金融保險,,,1,1
mexction-tw.com,A,INVEST,金融保險,MEXC,FIN,1,1
lookfantasticr.com,U,SHOP,電子商務,,,1,1
toptiertradcem.com,U,INVEST,金融保險,,,2,2
kongj03.vip,U,UNK,抽獎博弈,,,1,1
coins9.shop,U,INVEST,金融保險,,,1,1
mercadoshoping.store,U,SHOP,電子商務,,,1,1
couponmsao.com,U,SHOP,電子商務,,,1,1
usbankpq.com,U,INVEST,金融保險,,,1,1
sales-shop.space,U,SHOP,電子商務,,,1,1
lookfantasticw.com,U,SHOP,電子商務,,,1,1
dreammallshopggroup.com,U,SHOP,電子商務,,,1,2
qiguangwhcm.com,U,SHOP,電子商務,,,1,1
airbnb-tw.com,U,SHOP,電子商務,,,1,1
lon28.click,U,INVEST,金融保險,,,1,1
stamp123.shop,U,SHOP,電子商務,,,1,1
aliba8ais.com,U,INVEST,金融保險,,,1,1
atfxhfyweb.com,U,INVEST,金融保險,,,1,1
ceffknkp.vip,U,INVEST,金融保險,,,1,1
bifinancegdb.vip,U,INVEST,金融保險,,,1,1
semiconductoro.com,U,INVEST,金融保險,,,1,1
byexdd.cc,U,INVEST,金融保險,,,1,1
lgcno.com,U,SHOP,電子商務,,,1,1
azevedioclub.com,U,INVEST,金融保險,,,1,1
zcyjys.com,U,INVEST,金融保險,,,1,1
openai3420.com,U,INVEST,金融保險,,,1,1
savashop-choice.store,U,SHOP,電子商務,,,1,1
dealloop-corner.store,U,SHOP,電子商務,,,1,1
ofgxtw.store,U,INVEST,金融保險,,,1,1
qaromelustavian.com,U,INVEST,金融保險,,,1,1
mixmix.vip,U,UNK,假交友網站,,,1,1
wldmall.vip,U,SHOP,電子商務,,,2,2
wmdsdr.com,U,INVEST,金融保險,,,1,1
fsartrixmart-zone.store,U,SHOP,電子商務,,,1,1
galaxus.homes,U,SHOP,電子商務,,,1,1
usbankab.com,U,INVEST,金融保險,,,1,1
usbankag.com,U,INVEST,金融保險,,,1,1
usbankah.com,U,INVEST,金融保險,,,1,1
usbankaj.com,U,INVEST,金融保險,,,1,1
usbankam.com,U,INVEST,金融保險,,,1,1
usbankan.com,U,INVEST,金融保險,,,1,1
marketsotry.shop,U,INVEST,金融保險,,,1,1
bit-ligne.sbs,U,INVEST,金融保險,,,1,1
lumariti.com,U,INVEST,金融保險,,,1,1
cryptohub.tw,U,INVEST,金融保險,,,1,1
semiconductora.com,U,INVEST,金融保險,,,1,2
blspop.com,U,INVEST,金融保險,,,1,1
sebca.sbs,U,INVEST,金融保險,,,1,1
qzeplkm.cc,U,INVEST,金融保險,,,1,1
tokyo-financial-exchange.org,U,INVEST,金融保險,,,1,1
cjkispro.com,U,INVEST,金融保險,,,1,1
zentx-prs.com,U,INVEST,金融保險,,,1,1
colendfjn.com,U,INVEST,金融保險,,,1,1
trad-ogy.com,U,INVEST,金融保險,,,1,1
databaseuic.com,U,INVEST,金融保險,,,1,1
gu-shop.info,U,SHOP,電子商務,,,1,1
exvatar.com,U,INVEST,金融保險,,,1,1
savashop-direct.store,U,SHOP,電子商務,,,1,1
hosting1023.shop,A,INVEST,金融保險,eBay,ECOM,3005,3005
databasetiippaem.com,U,INVEST,金融保險,,,1,1
haven-sp.top,U,SHOP,電子商務,,,1,1
zhds888.com,U,INVEST,金融保險,,,1,1
biblepig.com,U,SHOP,電子商務,,,1,1
wandiesshop-discount.store,U,SHOP,電子商務,,,1,1
ubekfhkdkfjxe.cc,U,INVEST,金融保險,,,1,1
jsylc5.com,U,UNK,抽獎博弈,,,1,1
9luxurywatch.com.tw,U,SHOP,電子商務,,,1,1
ldmininner.com,U,INVEST,金融保險,,,1,1
aa3899.com,U,INVEST,金融保險,,,1,1
yl5825.com,U,INVEST,金融保險,,,1,1
tbrucest.com,U,INVEST,金融保險,,,1,1
traxlln.com,U,INVEST,金融保險,,,1,1
ldicmainner.com,U,INVEST,金融保險,,,1,1
icmarkreg.com,U,INVEST,金融保險,,,1,1
usdcsyh.com,U,INVEST,金融保險,,,1,1
synesen.com,U,INVEST,金融保險,,,1,1
gsctradingwarehousea.com,U,INVEST,金融保險,,,1,1
exintsr.com,U,INVEST,金融保險,,,1,1
yippeea.com,U,INVEST,金融保險,,,1,1
crmfitms.com,U,INVEST,金融保險,,,1,2
simplemartyss.com,U,SHOP,電子商務,,,1,2
gmoomg.com,U,INVEST,金融保險,,,1,1
quantaraxxx.org,U,INVEST,金融保險,,,1,1
tcetfweb.com,U,INVEST,金融保險,,,1,1
vip-tokonline.cc,U,SHOP,電子商務,,,1,1
tk-globeshopping.org,U,SHOP,電子商務,,,1,1
aegetllk.com,U,INVEST,金融保險,,,1,1
jitu0.xyz,U,INVEST,金融保險,,,1,1
kaunetpro.top,U,SHOP,電子商務,,,1,1
memeawy.vip,U,INVEST,金融保險,,,1,1
dferew.cc,U,INVEST,金融保險,,,2,3
rang-noww.com,U,INVEST,金融保險,,,1,1
khutetw.vip,U,INVEST,金融保險,,,1,1
savashop-select.store,U,SHOP,電子商務,,,1,1
sgexx.cc,U,INVEST,金融保險,,,1,1
p2p2cfy.com,U,INVEST,金融保險,,,1,1
mercados-shop.shop,U,SHOP,電子商務,,,1,1
salesshopping.store,U,SHOP,電子商務,,,1,1
bhdshhshfa.cc,U,INVEST,金融保險,,,1,2
msnoko.com,U,INVEST,金融保險,,,1,1
qrthkb.vip,U,INVEST,金融保險,,,1,2
lnssxcl.com,U,INVEST,金融保險,,,1,1
lnssxsh.trade,U,INVEST,金融保險,,,1,1
lnssxsh.com,U,INVEST,金融保險,,,1,1
fsocietymart-arena.store,U,SHOP,電子商務,,,1,1
earnsparkfri.com,U,INVEST,金融保險,,,1,1
earnparkjsw.com,U,INVEST,金融保險,,,1,1
atfxlyfweb.com,U,INVEST,金融保險,,,2,2
aegetcfi.com,U,INVEST,金融保險,,,1,1
mitrade-store.com,A,INVEST,金融保險,Mitrade,FIN,1,1
shop124.vip,U,SHOP,電子商務,,,1,1
siemens-healthineersa.com,U,SHOP,電子商務,,,1,1
twshop-sale.store,U,SHOP,電子商務,,,1,1
cartelelectrinioarbaddoum.shop,U,INVEST,金融保險,,,1,1
namatheusehk.cc,U,INVEST,金融保險,,,1,1
blszapl.com,U,INVEST,金融保險,,,1,1
blscyuq.com,U,INVEST,金融保險,,,1,1
53szo.cc,U,SHOP,電子商務,,,1,2
tcfvgjklfsad.cc,U,INVEST,金融保險,,,1,1
niaexchangenetwork.com,U,INVEST,金融保險,,,1,1
niaexchangegroup.com,U,INVEST,金融保險,,,1,1
workcplacsl.com,U,INVEST,金融保險,,,1,1
azevedioclub.club,U,INVEST,金融保險,,,1,1
openai3034.com,U,INVEST,金融保險,,,1,1
twatfx.online,U,INVEST,金融保險,,,1,1
hyllf33333.vip,U,SHOP,電子商務,,,1,1
dh-twn.com,U,INVEST,金融保險,,,1,1
expay.ai,U,INVEST,金融保險,,,1,1
silkvip.site,U,INVEST,金融保險,,,1,1
phknetw.com,U,INVEST,金融保險,,,1,1
xtrty.com,U,INVEST,金融保險,,,1,1
feyru.work,U,INVEST,金融保險,,,1,1
aewovs.cc,U,INVEST,金融保險,,,1,1
fiveane.com,U,INVEST,金融保險,,,1,1
khstdtw.com,U,INVEST,金融保險,,,1,1
akashsystems-cv.com,U,INVEST,金融保險,,,1,1
gicpy.vip,U,SHOP,電子商務,,,1,1
iffepi.com,U,INVEST,金融保險,,,1,1
wandiesshop-fashion.store,U,SHOP,電子商務,,,1,1
tradingaxsac.com,U,INVEST,金融保險,,,1,1
ottergenbuwer.com,U,INVEST,金融保險,,,1,1
pinshici.cc,U,INVEST,金融保險,,,1,1
qq5t.com,U,SHOP,電子商務,,,1,1
jfd8dsh.com,U,INVEST,金融保險,,,3,3
wrsaijc.com,U,INVEST,金融保險,,,1,1
lgdls.com,U,SHOP,電子商務,,,1,2
greenhydof.com,U,INVEST,金融保險,,,1,1
baceenergyassetman.com,U,INVEST,金融保險,,,1,1
providanm.com,U,INVEST,金融保險,,,1,1
gjewe.cc,U,INVEST,金融保險,,,1,1
savashop-spot.store,U,SHOP,電子商務,,,1,1
lookfantasticf.com,U,SHOP,電子商務,,,1,1
signnoqa.com,U,INVEST,金融保險,,,1,1
lqsjxtw.com,U,INVEST,金融保險,,,1,1
linkf.site,U,SHOP,電子商務,,,1,1
maplemju.com,U,INVEST,金融保險,,,1,1
coinexvto.com,U,INVEST,金融保險,,,1,1
minterestx.com,U,INVEST,金融保險,,,1,1
coinshouseltd.com,U,INVEST,金融保險,,,1,1
allunity-btc.cyou,U,INVEST,金融保險,,,1,1
addmklwhisky.com,U,SHOP,電子商務,,,1,1
bit-main.cc,U,INVEST,金融保險,,,1,1
ceffknks.vip,U,INVEST,金融保險,,,1,1
21cnwork.top,U,INVEST,金融保險,,,1,1
yxingban.cc,U,INVEST,金融保險,,,1,1
okxfx-encryptiontrade.com,U,INVEST,金融保險,,,1,1
taskhub888.com,U,SHOP,電子商務,,,1,1
vientianemx.com,U,SHOP,電子商務,,,1,1
fcgcdyw.vip,U,INVEST,金融保險,,,2,2
orbixanew.com,U,INVEST,金融保險,,,1,1
cyberlicious.online,U,INVEST,金融保險,,,1,1
yiyier.cfd,U,SHOP,電子商務,,,1,1
xinyisheng.org,U,UNK,抽獎博弈,,,1,1
bitocitex.com,U,INVEST,金融保險,,,1,1
dentsu888.com,U,SHOP,電子商務,,,1,1
btesex.vip,U,INVEST,金融保險,,,1,1
txfussion.com,U,INVEST,金融保險,,,1,1
plaids.top,U,INVEST,金融保險,,,1,1
poizvip-online.cc,U,SHOP,電子商務,,,1,1
niumoun.com,U,INVEST,金融保險,,,1,1
exchange-novax.net,U,INVEST,金融保險,,,1,1
gcexfx.com,U,INVEST,金融保險,,,1,1
gcexrtratw.top,U,INVEST,金融保險,,,1,1
gcxwexyweb3-tw.top,U,INVEST,金融保險,,,1,1
gxecghs.com,U,INVEST,金融保險,,,1,1
gxegxexg.com,U,INVEST,金融保險,,,1,1
mxxxecgcx.com,U,INVEST,金融保險,,,1,1
pipoone.com,U,SHOP,電子商務,,,1,1
admall.vip,U,SHOP,電子商務,,,1,1
mallend.vip,U,SHOP,電子商務,,,1,1
txdzps.com,U,INVEST,金融保險,,,1,1
daxonbrite.info,U,INVEST,金融保險,,,1,1
lcon.life,U,INVEST,金融保險,,,1,1
lcn25.xyz,U,INVEST,金融保險,,,1,1
rocupbitoffice.com,U,INVEST,金融保險,,,2,2
saxotarder.top,A,INVEST,金融保險,Saxo,FIN,1,1
btcctw.help,U,INVEST,金融保險,,,1,1
cjkist.com,U,INVEST,金融保險,,,1,1
signnol.com,U,INVEST,金融保險,,,1,1
openai5277.com,U,INVEST,金融保險,,,1,1
zaxgji.com,U,INVEST,金融保險,,,1,1
datahydru386.com,U,INVEST,金融保險,,,1,1
yugjwe.com,U,INVEST,金融保險,,,1,1
transaion.com,U,INVEST,金融保險,,,1,1
businessoperations.cc,U,SHOP,電子商務,,,1,1
blockchainjj.com,U,INVEST,金融保險,,,1,1
kimi-gpt.vip,U,INVEST,金融保險,,,1,1
urbneddefi.com,U,INVEST,金融保險,,,1,1
50gaa.cc,U,SHOP,電子商務,,,1,1
bozei.cc,U,INVEST,金融保險,,,1,1
boabundantcapital.com,U,INVEST,金融保險,,,1,1
yhyhct.top,U,UNK,釣魚網站,,,1,2
nodcule.com,U,SHOP,電子商務,,,1,1
openivaicd.com,U,INVEST,金融保險,,,1,1
goayhc.com,U,INVEST,金融保險,,,1,1
rang-now1.com,U,INVEST,金融保險,,,1,1
bitdava.cyou,U,INVEST,金融保險,,,1,1
fxo2o.me,U,INVEST,金融保險,,,1,1
ykhlmu.top,U,INVEST,金融保險,,,2,2
7-11-eleven-tw-com20.fit,U,SHOP,運輸倉儲,,,1,2
dwfsg.com,U,INVEST,金融保險,,,1,1
yuedufc.com,U,INVEST,金融保險,,,1,1
bud2.cn,U,INVEST,金融保險,,,1,1
iwcopoe.com,U,INVEST,金融保險,,,1,1
cxbhx.xyz,U,SHOP,電子商務,,,1,1
ebnbsn.club,U,SHOP,電子商務,,,1,1
expreskk.top,U,SHOP,運輸倉儲,,,1,1
gfglllfgldf.com,U,INVEST,金融保險,,,1,1
tixinna.top,A,INVEST,金融保險,全家 FamilyMart,LOGI,2,2
hook-love.com,U,INVEST,金融保險,,,1,1
hyibpagg.baby,U,SHOP,運輸倉儲,,,2,2
kln-com.top,U,SHOP,運輸倉儲,,,1,1
kkfd166.top,U,UNK,抽獎博弈,,,1,1
mm163.com,U,INVEST,金融保險,,,1,1
twok.work,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
myship-711-com-tw-33a.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-bas8.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-hc1.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-yys.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11tw.topht,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-tw-ig.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-11tww.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711yu.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
nw-711.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sfexpdrss.com,U,SHOP,運輸倉儲,,,1,1
tripfli.com,U,INVEST,金融保險,,,1,1
famiport-tw-fmec-clem.cyou,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
famiport-tw-fmec-njhy.cyou,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myship7-11-tw-medh.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
asyux.shop,U,SHOP,電子商務,,,1,1
itix2gotw.com,U,INVEST,金融保險,,,1,1
xiguang666.com,U,SHOP,電子商務,,,1,1
byhdr.icu,U,INVEST,金融保險,,,1,1
aistreetstyle.top,U,INVEST,金融保險,,,1,1
ppttnx.top,U,INVEST,金融保險,,,1,1
myship-711-tw-com.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
expressae.top,U,SHOP,運輸倉儲,,,1,1
myship-711-tw-com.sbs,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw.fit,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-marts.cc,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myship-711-com-tw-fgc.qpon,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-iio1.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-nas.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
hnb-family.com,U,INVEST,金融保險,,,1,1
myship-711-com-tw-ha6.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
