編號,網域,創建日期,D3,D4,D5,entity,method,conf
1134,mcgtypd.top,2025-07-11T14:55:15,A,SHOP,ECOM,新光三越,rule-desc,H
1135,kkwsgsw.top,2025-03-15T11:54:04,U,SHOP,,(generic 一頁式),rule-generic,L
1136,tuanfuyong.help,2025-07-17T03:00:46,U,SHOP,,(generic 一頁式),rule-generic,L
1137,ecpay-tw05t.xyz,2025-08-22T15:39:59,U,SHOP,,(generic 一頁式),rule-generic,L
1138,eepaydtw.com,2025-08-15T08:41:12,U,SHOP,,(generic 一頁式),rule-generic,L
1139,crystaljoy.nl,2025-06-28T00:00:00,U,SHOP,,(generic 一頁式),rule-generic,L
1140,hhdb6pk.top,2025-09-01T07:32:32,U,SHOP,,(generic 一頁式),rule-generic,L
1141,rakutenor.com,2025-07-21T07:22:11,A,SHOP,ECOM,台灣樂天,rule-desc,H
1142,d2na8i0ft23tyd.cloudfront.net,2008-04-25T18:25:49,U,SHOP,,(generic 一頁式),rule-generic,L
1143,xin-stras.com,2025-08-24T12:57:13,U,SHOP,,(generic 一頁式),rule-generic,L
1144,eepayatw.com,2025-08-15T08:41:13,U,SHOP,,(generic 一頁式),rule-generic,L
1145,ecpay-tw07.xyz,2025-09-01T14:21:14,U,SHOP,,(generic 一頁式),rule-generic,L
1146,ecpay-tw00.xyz,2025-08-22T15:19:30,U,SHOP,,(generic 一頁式),rule-generic,L
1147,eepayftw.com,2025-09-02T05:26:10,U,SHOP,,(generic 一頁式),rule-generic,L
1148,yuenhda.top,2025-02-12T01:31:11,A,SHOP,ECOM,華麗熊,rule-desc,H
1149,eepayhtw.com,2025-09-02T05:26:12,U,SHOP,,(generic 一頁式),rule-generic,L
1150,eepayjtw.com,2025-09-02T05:26:13,U,SHOP,,(generic 一頁式),rule-generic,L
1151,fudgh.site,2025-08-28T02:17:37,A,SHOP,ECOM,樂信,rule-desc,H
1152,jkbomw.live,2024-06-17T17:10:55,A,SHOP,ECOM,樂信,rule-desc,H
1153,nmfds.online,2025-01-09T06:30:08,A,SHOP,ECOM,樂信,rule-desc,H
1154,jgjul.site,2025-07-24T05:52:18,A,SHOP,ECOM,樂信,rule-desc,H
1155,mmyuw.store,2025-07-17T07:10:41,A,SHOP,ECOM,樂信,rule-desc,H
1156,uieerc.club,2025-07-16T01:52:42,A,SHOP,ECOM,樂信,rule-desc,H
1157,huyyp.site,2025-09-08T03:50:20,A,SHOP,ECOM,樂信,rule-desc,H
1158,gydgp.shop,2025-06-16T02:58:33,A,SHOP,ECOM,富邦,rule-desc,H
1159,rouvd.cyou,2025-05-25T13:04:32,A,SHOP,ECOM,樂信,rule-desc,H
1160,belieff.top,2025-08-22T02:38:23,A,SHOP,ECOM,樂信,rule-desc,H
1161,kuoqaq.top,2025-03-12T10:18:00,A,SHOP,ECOM,華麗熊,rule-desc,H
1162,affiliaterakuten.com,2025-09-17T11:51:49,A,SHOP,ECOM,台灣樂天,rule-desc,H
1163,shopeeura.cfd,2024-10-30T04:43:38,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1164,eepayptw.com,2025-09-19T15:50:59,U,SHOP,,(generic 一頁式),rule-generic,L
1165,aaafb.xyz,2025-05-22T08:25:57,A,SHOP,ECOM,樂信,rule-desc,H
1166,ecpay-tw158.xyz,2025-09-14T08:36:32,U,SHOP,,(generic 一頁式),rule-generic,L
1167,ecpay-tw093.xyz,2025-09-14T08:36:33,U,SHOP,,(generic 一頁式),rule-generic,L
1168,oityeq.cn,2025-06-18T10:36:33,A,SHOP,ECOM,華麗熊,rule-desc,H
1169,fezbb.online,2025-07-23T07:53:07,A,SHOP,ECOM,美無痕,rule-desc,H
1170,lswld.shop,2025-07-23T07:53:12,A,SHOP,ECOM,美無痕,rule-desc,H
1171,llkko.shop,2025-04-02T07:32:12,A,SHOP,ECOM,美無痕,rule-desc,H
1172,smpac.top,2025-07-04T02:08:20,A,SHOP,ECOM,美無痕,rule-desc,H
1173,jfghl.site,2025-07-15T06:10:45,A,SHOP,ECOM,美無痕,rule-desc,H
1174,gbgge.online,2025-07-19T07:50:56,A,SHOP,ECOM,美無痕,rule-desc,H
1175,spaceq.top,2025-07-04T02:08:20,A,SHOP,ECOM,美無痕,rule-desc,H
1176,qqaav.asia,2025-07-30T05:38:11,A,SHOP,ECOM,美無痕,rule-desc,H
1177,fdhty.site,2025-07-24T05:52:17,A,SHOP,ECOM,美無痕,rule-desc,H
1178,tmtn.cyou,2025-04-02T03:17:10,A,SHOP,ECOM,美無痕,rule-desc,H
1179,zzaau.shop,2025-07-19T03:46:30,A,SHOP,ECOM,美無痕,rule-desc,H
1180,zukyk.online,2025-06-11T05:50:42,A,SHOP,ECOM,美無痕,rule-desc,H
1181,masyy.top,2024-09-25T01:52:03,A,SHOP,ECOM,美無痕,rule-desc,H
1182,xinuq.cyou,2025-05-25T03:21:27,A,SHOP,ECOM,美無痕,rule-desc,H
1183,chatr.icu,2025-04-10T06:48:07,A,SHOP,ECOM,美無痕,rule-desc,H
1184,dubss.cyou,2025-02-13T08:24:29,A,SHOP,ECOM,美無痕,rule-desc,H
1185,icuib.cyou,2025-05-25T03:21:27,A,SHOP,ECOM,美無痕,rule-desc,H
1186,odapz.icu,2025-07-16T01:52:37,A,SHOP,ECOM,美無痕,rule-desc,H
1187,grgena.shop,2025-08-28T08:47:21,A,SHOP,ECOM,富邦,rule-desc,H
1188,whqay.site,2025-09-11T06:09:59,A,SHOP,ECOM,美無痕,rule-desc,H
1189,eepayotw.com,2025-09-19T15:50:59,U,SHOP,,(generic 一頁式),rule-generic,L
1190,jkbgj.space,2025-09-09T04:01:23,A,SHOP,ECOM,美無痕,rule-desc,H
1191,judx.beer,2025-08-27T06:54:29,A,SHOP,ECOM,美無痕,rule-desc,H
1192,linenpc.com,2025-08-19T13:42:47,A,OTHER,TELCO,LINE,rule-desc,H
1193,lineopc.com,2025-08-19T13:42:45,A,OTHER,TELCO,LINE,rule-desc,H
1194,lineepc.com,2025-08-19T13:42:46,A,OTHER,TELCO,LINE,rule-desc,H
1195,linerpc.com,2025-08-19T13:42:44,A,OTHER,TELCO,LINE,rule-desc,H
1196,lineupc.com,2025-08-19T13:42:46,A,OTHER,TELCO,LINE,rule-desc,H
1197,linecnc.com,2025-05-27T10:15:22,A,OTHER,TELCO,LINE,rule-desc,H
1198,line-cz.com,2025-09-18T13:03:24,A,OTHER,TELCO,LINE,rule-desc,H
1199,line-webs.com,2025-08-06T15:12:17,A,OTHER,TELCO,LINE,rule-desc,H
1200,linejp.com,2025-05-08T20:23:00,A,OTHER,TELCO,LINE,rule-desc,H
1201,linesdk.com,2025-05-08T20:23:00,A,OTHER,TELCO,LINE,rule-desc,H
1202,linecq.com,2025-05-08T20:31:02,A,OTHER,TELCO,LINE,rule-desc,H
1203,lineeg.com,2025-05-08T20:31:00,A,OTHER,TELCO,LINE,rule-desc,H
1204,linebm.com,2025-05-08T20:31:02,A,OTHER,TELCO,LINE,rule-desc,H
1205,linees.com,2025-05-08T20:31:01,A,OTHER,TELCO,LINE,rule-desc,H
1206,linebz.com,2025-05-08T20:31:02,A,OTHER,TELCO,LINE,rule-desc,H
1207,telegrammpc.com,2025-08-19T13:45:27,A,OTHER,TELCO,LINE,rule-desc,H
1208,telegramgpc.com,2025-08-19T13:45:27,A,OTHER,TELCO,LINE,rule-desc,H
1209,telegramepc.com,2025-08-19T13:45:25,A,OTHER,TELCO,LINE,rule-desc,H
1210,telegramnpc.com,2025-08-19T13:45:26,A,OTHER,TELCO,LINE,rule-desc,H
1211,telegramrpc.com,2025-08-19T13:45:26,A,OTHER,TELCO,LINE,rule-desc,H
1212,telegramke.com,2023-07-05T04:16:30,A,OTHER,TELCO,LINE,rule-desc,H
1213,telegramshk.com,2024-07-10T07:34:42,A,OTHER,TELCO,LINE,rule-desc,H
1214,telegramtgm.com,2025-05-02T10:28:29,A,OTHER,TELCO,LINE,rule-desc,H
1215,telegramj.com,2022-11-20T06:10:29,A,OTHER,TELCO,LINE,rule-desc,H
1216,telegraman.com,2024-08-23T07:56:20,A,OTHER,TELCO,LINE,rule-desc,H
1217,telegrambbs.com,2024-12-20T10:10:32,A,OTHER,TELCO,LINE,rule-desc,H
1218,telegramgk.com,2024-12-02T16:50:34,A,OTHER,TELCO,LINE,rule-desc,H
1219,telegrapp.com,2024-12-15T11:44:10,A,OTHER,TELCO,LINE,rule-desc,H
1220,telegrm.net,2024-12-22T19:03:49,A,OTHER,TELCO,LINE,rule-desc,H
1221,telegrammtl.com,2024-11-16T02:03:12,A,OTHER,TELCO,LINE,rule-desc,H
1222,telegramne.com,2024-12-26T06:40:46,A,OTHER,TELCO,LINE,rule-desc,H
1223,telegramdv.com,2024-12-19T15:14:34,A,OTHER,TELCO,LINE,rule-desc,H
1224,telegrampcn.com,2023-12-25T23:13:55,A,OTHER,TELCO,LINE,rule-desc,H
1225,telegranmh.com,2023-02-11T08:55:48,A,OTHER,TELCO,LINE,rule-desc,H
1226,telegramcn.com,2019-02-20T19:12:14,A,OTHER,TELCO,LINE,rule-desc,H
1227,telegramsvj.com,2023-11-18T10:52:17,A,OTHER,TELCO,LINE,rule-desc,H
1228,telegram-ios.com,2024-08-08T14:12:44,A,OTHER,TELCO,LINE,rule-desc,H
1229,telegram-x.com,2024-07-04T18:11:06,A,OTHER,TELCO,LINE,rule-desc,H
1230,telegram-china.com,2025-04-20T04:30:14,A,OTHER,TELCO,LINE,rule-desc,H
1231,telegarm-zh.com,2025-06-29T10:13:21,A,OTHER,TELCO,LINE,rule-desc,H
1232,telegrambcn.com,2023-12-28T22:32:55,A,OTHER,TELCO,LINE,rule-desc,H
1233,zifeiji.com,2024-07-27T05:31:27,A,OTHER,TELCO,LINE,rule-desc,H
1234,telegerm.org,2025-01-04T15:16:02,A,OTHER,TELCO,LINE,rule-desc,H
1235,telegraman.org,2025-04-01T12:17:14,A,OTHER,TELCO,LINE,rule-desc,H
1236,telegraim.org,2025-04-21T15:15:39,A,OTHER,TELCO,LINE,rule-desc,H
1237,telegram1.net,2025-01-31T19:25:12,A,OTHER,TELCO,LINE,rule-desc,H
1238,cntelegram.com,2021-06-23T18:20:57,A,OTHER,TELCO,LINE,rule-desc,H
1239,utelegram.com,2019-09-05T18:52:52,A,OTHER,TELCO,LINE,rule-desc,H
1240,ytelegram.com,2020-02-14T19:58:48,A,OTHER,TELCO,LINE,rule-desc,H
1241,zhtg.org,2024-10-11T07:51:53,A,OTHER,TELCO,LINE,rule-desc,H
1242,oesvcoe.space,2025-09-23T02:29:21,A,SHOP,ECOM,美無痕,rule-desc,H
1243,bkkij.shop,2025-05-12T03:49:09,A,SHOP,ECOM,美無痕,rule-desc,H
1244,eepaymtw.com,2025-09-19T15:50:59,U,SHOP,,(generic 一頁式),rule-generic,L
1245,ecpay-tw18.com.cn,2025-08-18T20:14:31,U,SHOP,,(generic 一頁式),rule-generic,L
1246,fdhgfjhj.shop,2025-09-05T01:32:46,A,SHOP,ECOM,允禾發國際,rule-desc,H
1247,sdsxs.shop,2024-12-12T07:14:12,A,SHOP,ECOM,台灣樂天,rule-desc,H
1248,gfdgdf.shop,2025-08-05T09:06:58,A,SHOP,ECOM,允禾發國際,rule-desc,H
1249,eepaystw.com,2025-09-28T06:35:41,U,SHOP,,(generic 一頁式),rule-generic,L
1250,pswig.online,2025-09-24T03:04:48,A,SHOP,ECOM,美無痕,rule-desc,H
1251,eepayttw.com,2025-09-28T06:35:43,U,SHOP,,(generic 一頁式),rule-generic,L
1252,wlspasedetw.lat,2025-07-29T14:46:49,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1253,zpbnj.live,2025-09-26T01:31:48,A,SHOP,ECOM,美無痕,rule-desc,H
1254,rpswn.shop,2025-09-24T03:09:33,A,SHOP,ECOM,美無痕,rule-desc,H
1255,dhetdrcx.shop,2025-09-01T01:23:21,A,SHOP,ECOM,美無痕,rule-desc,H
1256,swrodfcm.shop,2025-10-13T07:42:30,A,SHOP,ECOM,美無痕,rule-desc,H
1257,zoerepuo.shop,2025-08-22T08:30:46,A,SHOP,ECOM,美無痕,rule-desc,H
1258,gerohrte.online,2025-10-15T07:46:23,A,SHOP,ECOM,美無痕,rule-desc,H
1259,eazywallet.com,2015-03-23T18:13:32,A,SHOP,FIN,悠遊卡,rule-desc,H
1260,nervemya.space,2025-09-05T01:32:46,A,SHOP,ECOM,富邦,rule-desc,H
1261,ezywalletc.net,2025-10-19T15:05:14,A,SHOP,FIN,悠遊卡,rule-desc,H
1262,eretmula.space,2025-05-29T07:36:25,A,SHOP,ECOM,東森購物,rule-desc,H
1263,eazywollet.com,2025-10-20T12:01:11,A,SHOP,FIN,悠遊卡,rule-desc,H
1264,mzpwx.live,2025-07-31T02:48:38,A,SHOP,ECOM,美無痕,rule-desc,H
1265,exfqq.xin,2025-10-15T07:54:37,A,SHOP,ECOM,美無痕,rule-desc,H
1266,twxiw.beer,2025-08-27T02:48:38,A,SHOP,ECOM,美無痕,rule-desc,H
1267,msfrd.xin,2025-10-15T07:54:49,A,SHOP,ECOM,美無痕,rule-desc,H
1268,tksmg.shop,2025-10-17T06:02:28,A,SHOP,ECOM,美無痕,rule-desc,H
1269,mxqfb.beer,2025-08-29T06:02:30,A,SHOP,ECOM,美無痕,rule-desc,H
1270,rpryy.xin,2025-10-15T07:54:37,A,SHOP,ECOM,美無痕,rule-desc,H
1271,bbfjn.store,2025-10-27T01:30:22,A,SHOP,ECOM,美無痕,rule-desc,H
1272,tw-linevoommc-wenjuan.sbs,2025-06-29T05:01:01,A,SHOP,ECOM,富邦,rule-desc,H
1273,jkpay-officiali.com,2025-10-19T15:05:15,A,SHOP,FIN,悠遊卡,rule-desc,H
1274,eepayvtw.com,2025-10-15T10:07:08,U,SHOP,,(generic 一頁式),rule-generic,L
1275,eepaykjk.top,2025-10-28T14:07:16,U,SHOP,,(generic 一頁式),rule-generic,L
1276,hdfdk.store,2025-09-23T05:51:44,A,SHOP,ECOM,美無痕,rule-desc,H
1277,vnafl.store,2025-10-17T06:00:25,A,SHOP,ECOM,美無痕,rule-desc,H
1278,djwqh.online,2025-09-26T01:37:30,A,SHOP,ECOM,美無痕,rule-desc,H
1279,twamiino.pse.is,2018-05-10T00:00:00,A,SHOP,ECOM,美無痕,rule-desc,H
1280,bfmvp.shop,2025-05-21T09:14:26,A,SHOP,ECOM,美無痕,rule-desc,H
1281,hefaventure.online,2025-09-06T07:40:20,A,SHOP,ECOM,Gogolook,rule-desc,H
1282,espaydttw.com,2025-10-23T15:20:31,U,SHOP,,(generic 一頁式),rule-generic,L
1283,ecpay-tw1.top,2025-11-03T10:17:31,U,SHOP,,(generic 一頁式),rule-generic,L
1284,miacute.me,2025-11-12T05:45:11,A,SHOP,ECOM,元亨(三花棉業),rule-desc,H
1285,qiinw.store,2025-11-05T01:41:34,A,SHOP,ECOM,美無痕,rule-desc,H
1286,aanku.top,2025-07-22T14:11:08,A,SHOP,ECOM,美無痕,rule-desc,H
1287,amiino.shop,2025-11-19T03:33:59,A,SHOP,ECOM,美無痕,rule-desc,H
1288,inlbu.cyou,2025-07-18T14:11:24,A,SHOP,ECOM,美無痕,rule-desc,H
1289,continuee.top,2025-10-10T07:32:25,A,SHOP,ECOM,美無痕,rule-desc,H
1290,nercbvfe.shop,2025-08-28T02:09:02,A,SHOP,ECOM,美無痕,rule-desc,H
1291,ysmfg.cyou,2025-07-17T02:09:03,A,SHOP,ECOM,美無痕,rule-desc,H
1292,bjgla.beer,2025-10-23T07:32:45,A,SHOP,ECOM,美無痕,rule-desc,H
1293,kkjjc.shop,2025-11-07T02:00:49,A,SHOP,ECOM,美無痕,rule-desc,H
1294,zzyvm.store,2025-11-04T01:49:04,A,SHOP,ECOM,美無痕,rule-desc,H
1295,jkbgj.store,2025-09-09T04:01:16,A,SHOP,ECOM,美無痕,rule-desc,H
1296,zhefdkf.online,2025-11-04T01:38:04,A,SHOP,ECOM,美無痕,rule-desc,H
1297,tw-linevoommv-wenjuan.cfd,2025-06-29T07:33:25,A,SHOP,ECOM,富邦,rule-desc,H
1298,mhyfb.beer,2025-08-29T18:53:00,A,SHOP,ECOM,美無痕,rule-desc,H
1299,xxzzd.shop,2025-11-12T06:40:53,A,SHOP,ECOM,美無痕,rule-desc,H
1300,mgbbe.site,2025-11-12T05:56:50,A,SHOP,ECOM,美無痕,rule-desc,H
1301,vrhw.cn,2025-09-02T18:53:57,A,SHOP,ECOM,美無痕,rule-desc,H
1302,zshekr.world,2025-11-05T02:37:23,A,SHOP,ECOM,美無痕,rule-desc,H
1303,yxhpy.top,2024-07-11T07:25:17,A,SHOP,ECOM,美無痕,rule-desc,H
1304,gtuipp.site,2025-07-12T02:43:11,A,SHOP,ECOM,美無痕,rule-desc,H
1305,whkfi.beer,2025-08-29T17:28:17,A,SHOP,ECOM,美無痕,rule-desc,H
1306,pdigj.online,2025-08-28T02:17:37,A,SHOP,ECOM,美無痕,rule-desc,H
1307,iyeew.online,2025-10-17T06:02:32,A,SHOP,ECOM,美無痕,rule-desc,H
1308,dfksdvd.shop,2025-11-18T02:11:07,A,SHOP,ECOM,美無痕,rule-desc,H
1309,sujo.store,2025-11-04T02:51:04,A,SHOP,ECOM,美無痕,rule-desc,H
1310,eiheixu.icu,2025-11-13T08:24:39,A,SHOP,ECOM,美無痕,rule-desc,H
1311,wuuu.store,2025-11-04T02:51:04,A,SHOP,ECOM,美無痕,rule-desc,H
1312,einvauaice-nat-tw.com,2025-12-06T02:49:34,A,SHOP,ECOM,富邦,rule-desc,H
1313,uwsv.store,2025-12-01T07:36:07,A,SHOP,ECOM,美無痕,rule-desc,H
1314,wszebczus.space,2025-07-07T01:43:49,A,SHOP,ECOM,美無痕,rule-desc,H
1315,foerwikfe.store,2025-08-15T01:23:28,A,SHOP,ECOM,美無痕,rule-desc,H
1316,opjhl.online,2025-08-12T01:25:33,A,SHOP,ECOM,美無痕,rule-desc,H
1317,gadpw.cyou,2025-07-11T05:37:08,A,SHOP,ECOM,美無痕,rule-desc,H
1318,wwlkj.xyz,2025-10-15T02:06:57,A,SHOP,ECOM,美無痕,rule-desc,H
1319,zxbnvm.store,2025-11-03T02:37:07,A,SHOP,ECOM,美無痕,rule-desc,H
1320,edorggid.online,2025-10-13T07:42:18,A,SHOP,ECOM,美無痕,rule-desc,H
1321,item09.store,2025-09-18T12:19:02,A,SHOP,ECOM,美無痕,rule-desc,H
1322,watch09.store,2025-09-18T12:19:02,A,SHOP,ECOM,美無痕,rule-desc,H
1323,yefsoe.space,2025-11-04T02:40:26,A,SHOP,ECOM,美無痕,rule-desc,H
1324,mmllr.shop,2025-10-23T07:56:11,A,SHOP,ECOM,美無痕,rule-desc,H
1325,to8ft.beer,2025-08-29T03:40:30,A,SHOP,ECOM,美無痕,rule-desc,H
1326,nfxj.shop,2025-07-25T07:13:26,A,SHOP,ECOM,華麗熊,rule-desc,H
1327,eukt.shop,2025-08-15T02:51:22,A,SHOP,ECOM,美無痕,rule-desc,H
1328,dajzo.store,2025-12-01T08:02:18,A,SHOP,ECOM,美無痕,rule-desc,H
1329,ecpay-tw-yu.top,2025-11-21T15:22:19,A,SHOP,FIN,綠界科技,rule-desc,H
1330,einlaideice-nat-tw.com,2025-12-14T07:15:33,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1331,anxingou.shop,2025-12-12T02:55:28,A,SHOP,ECOM,美無痕,rule-desc,H
1332,yjkj.xyz,2025-06-24T12:50:57,A,SHOP,ECOM,美無痕,rule-desc,H
1333,vrtlo.store,2025-12-11T02:16:09,A,SHOP,ECOM,美無痕,rule-desc,H
1334,cusromercare@rakutenz-tw.shop,2025-04-01T12:17:14,A,SHOP,ECOM,台灣樂天,rule-desc,H
1335,help@rakutena-tw.shop,2025-08-28T02:09:02,A,SHOP,ECOM,台灣樂天,rule-desc,H
1336,largans.shop,2025-10-13T08:03:05,A,SHOP,ECOM,東森購物,rule-desc,H
1337,signalmfb.com,2025-07-25T07:56:12,A,SHOP,ECOM,Signal,rule-desc,H
1338,si-gnal.com,2025-05-22T08:18:24,A,SHOP,ECOM,Signal,rule-desc,H
1339,signalcn.org,2025-10-29T04:24:49,A,SHOP,ECOM,Signal,rule-desc,H
1340,signalapps.club,2025-08-06T09:29:41,A,SHOP,ECOM,Signal,rule-desc,H
1341,signalli.com,2025-06-25T21:29:23,A,SHOP,ECOM,Signal,rule-desc,H
1342,ybhr.net,2007-04-13T04:12:22,A,SHOP,ECOM,Signal,rule-desc,H
1343,signai-org.com,2025-08-24T20:12:00,A,SHOP,ECOM,Signal,rule-desc,H
1344,pc-signal.net,2025-01-18T07:22:29,A,SHOP,ECOM,Signal,rule-desc,H
1345,teams-webs.com,2025-08-08T14:39:22,A,SHOP,ECOM,TEAMS,rule-desc,H
1346,cn-teams.com,2025-05-06T01:14:59,A,SHOP,ECOM,TEAMS,rule-desc,H
1347,team-chine.com,2025-10-21T06:08:13,A,SHOP,ECOM,TEAMS,rule-desc,H
1348,pc-teams.org,2025-12-18T08:02:18,A,SHOP,ECOM,TEAMS,rule-desc,H
1349,app-teams.com,2025-04-29T11:40:15,A,SHOP,ECOM,TEAMS,rule-desc,H
1350,microsoft-www.com,2025-03-14T07:39:50,A,SHOP,ECOM,TEAMS,rule-desc,H
1351,6wn.biz,2025-10-03T11:27:12,A,SHOP,TELCO,LINE,rule-desc,H
1352,baiwanbizhi.com,2025-03-28T18:02:54,A,SHOP,TELCO,LINE,rule-desc,H
1353,blue-spruce-homes.com,2025-03-28T18:42:10,A,SHOP,TELCO,LINE,rule-desc,H
1354,kingslandmason.com,2025-03-28T18:42:06,A,SHOP,TELCO,LINE,rule-desc,H
1355,line-android.com,2025-05-08T20:23:01,A,SHOP,TELCO,LINE,rule-desc,H
1356,line-beta.net,2025-05-08T20:23:01,A,SHOP,TELCO,LINE,rule-desc,H
1357,line-lite.net,2025-05-08T20:23:01,A,SHOP,TELCO,LINE,rule-desc,H
1358,line-mod.com,2025-05-08T20:23:00,A,SHOP,TELCO,LINE,rule-desc,H
1359,line-old.com,2025-05-08T20:23:00,A,SHOP,TELCO,LINE,rule-desc,H
1360,line-xyz.net,2025-05-08T20:23:01,A,SHOP,TELCO,LINE,rule-desc,H
1361,line.gd,2025-04-18T18:42:16,A,SHOP,TELCO,LINE,rule-desc,H
1362,linedj.com,2025-05-08T20:31:03,A,SHOP,TELCO,LINE,rule-desc,H
1363,linefont.net,2025-05-08T20:23:01,A,SHOP,TELCO,LINE,rule-desc,H
1364,linemessenger.me,2025-11-21T12:27:34,A,SHOP,TELCO,LINE,rule-desc,H
1365,lineonline.im,2025-10-04T11:27:24,A,SHOP,TELCO,LINE,rule-desc,H
1366,lineonline.me,2025-08-09T07:42:33,A,SHOP,TELCO,LINE,rule-desc,H
1367,lineverify.com,2025-05-08T20:23:00,A,SHOP,TELCO,LINE,rule-desc,H
1368,r56.biz,2025-10-03T11:27:04,A,SHOP,TELCO,LINE,rule-desc,H
1369,workacclerator.com,2024-09-04T18:20:33,A,SHOP,TELCO,LINE,rule-desc,H
1370,www-line.com,2025-07-16T18:39:10,A,SHOP,TELCO,LINE,rule-desc,H
1371,hsblood.org.cn,2020-01-19T04:02:33,A,SHOP,TELCO,LINE,rule-desc,H
1372,lineappdownload.com,2025-05-13T06:30:19,A,SHOP,TELCO,LINE,rule-desc,H
1373,zhcn-line.com.cn,2025-10-15T10:57:39,A,SHOP,TELCO,LINE,rule-desc,H
1374,delni.online,2025-12-11T02:21:20,A,SHOP,ECOM,美無痕,rule-desc,H
1375,uocmq.store,2025-12-30T02:20:06,A,SHOP,ECOM,美無痕,rule-desc,H
1376,ibgom.site,2025-12-22T02:14:39,A,SHOP,ECOM,美無痕,rule-desc,H
1377,mubvt.site,2025-12-11T02:21:16,A,SHOP,ECOM,美無痕,rule-desc,H
1378,zyydevm.store,2025-12-21T02:30:24,A,SHOP,ECOM,美無痕,rule-desc,H
1379,einvoice-fai-natgov-tw.com,2025-12-31T02:20:08,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1380,vivagoue.com,2026-01-15T09:36:34,A,SHOP,ECOM,美好家庭購物(股)公司,rule-desc,H
1381,twkt.shop,2025-10-17T06:18:05,A,SHOP,ECOM,美無痕,rule-desc,H
1382,sgvo.top,2025-12-24T09:02:57,A,SHOP,ECOM,美無痕,rule-desc,H
1383,hbnwl.online,2026-01-07T05:53:20,A,SHOP,ECOM,美無痕,rule-desc,H
1384,lvman.site,2026-01-07T05:53:24,A,SHOP,ECOM,美無痕,rule-desc,H
1385,etmaill-tw.shop,2026-01-14T08:41:14,A,SHOP,ECOM,美無痕,rule-desc,H
1386,world1688.club,2025-12-10T01:57:42,A,SHOP,ECOM,美無痕,rule-desc,H
1387,cuinuan55.com,2025-02-16T19:12:54,A,SHOP,ECOM,台灣樂天,rule-desc,H
1388,e-invoiceplatformm-tw.com,2026-01-29T01:38:56,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1389,zs6678.com,2025-02-26T07:08:57,A,SHOP,ECOM,台灣樂天,rule-desc,H
1390,moenhome.com,2025-03-17T18:12:07,A,SHOP,FIN,一卡通,rule-desc,H
1391,einvoice-bss-natgov-tw.eu.cc,1997-10-13T04:00:00,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1392,einvoice-yuo-natgov-tw.com,2025-03-18T12:13:09,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
1393,einvoiceplatformh-tw.com,2026-02-05T01:51:59,A,SHOP,FIN,一卡通,rule-desc,H
1394,wudangshandaoyi.com,2025-03-05T08:23:51,A,SHOP,FIN,一卡通,rule-desc,H
1395,21shoping.com,2025-02-15T19:24:18,A,SHOP,FIN,一卡通,rule-desc,H
1396,zgysb1688.com,2025-02-24T04:39:09,A,SHOP,FIN,一卡通,rule-desc,H
1397,einvoiceplatformb.com,2026-02-06T02:03:08,A,SHOP,FIN,一卡通,rule-desc,H
1398,sfqzgq.com,2025-02-09T19:18:49,A,SHOP,FIN,一卡通,rule-desc,H
1399,einvoiceplatformk.com,2026-02-09T01:45:39,A,SHOP,FIN,一卡通,rule-desc,H
1400,fzzsir.com,2025-02-15T19:01:52,A,SHOP,FIN,一卡通,rule-desc,H
1401,dxbiopharm.com,2025-03-06T04:17:27,A,SHOP,FIN,一卡通,rule-desc,H
1402,einvoiceplatformh.com,2026-02-08T01:58:46,A,SHOP,FIN,一卡通,rule-desc,H
1403,shiyinxiang88.com,2018-02-27T03:16:25,A,SHOP,FIN,一卡通,rule-desc,H
1404,e-invoicepltform-tw.net,2026-02-09T10:00:19,A,SHOP,FIN,一卡通,rule-desc,H
1405,rsedch.shop,2025-12-17T03:00:34,A,SHOP,ECOM,寶興行銷,rule-desc,H
1406,e-invoicepltfoo-tw.com,2026-02-11T14:59:54,A,SHOP,FIN,一卡通,rule-desc,H
1407,wd1898.com,2025-02-18T19:15:08,A,SHOP,FIN,一卡通,rule-desc,H
1408,e-invoicepltfoo-tw.net,2026-02-12T02:04:38,A,SHOP,FIN,一卡通,rule-desc,H
1409,e-ainvoicemanage.com,2026-02-24T01:52:54,A,SHOP,FIN,悠遊卡,rule-desc,H
1410,femrg.store,2026-01-12T03:10:49,A,SHOP,ECOM,美無痕,rule-desc,H
1411,amiino.xyz,2026-02-02T08:43:25,A,SHOP,ECOM,美無痕,rule-desc,H
1412,eodcfo.space,2026-01-29T07:41:15,A,SHOP,ECOM,美無痕,rule-desc,H
1413,tsqbmy.site,2026-02-02T09:45:50,A,SHOP,ECOM,美無痕,rule-desc,H
